date,net_return,nav,cash,equity_net
2005-03-01,0.0,100226.57421619687,19955.093558593828,1.0
2005-03-02,-0.00039649226026583495,100186.83515524719,19955.093558593828,0.9996035077397342
2005-03-03,0.00033044163829343276,100219.94105719132,19955.093558593828,0.9999338183604756
2005-03-04,0.009976608712747081,101219.7961943335,19955.093558593828,1.009909766804901
2005-03-07,0.0003926756334184933,101259.5427419186,19955.093558593828,1.0103063337622769
2005-03-08,-0.0030084935671423896,100954.90405896776,19955.093558593828,1.0072668336563098
2005-03-09,-0.008919305110314135,100054.45646728334,19955.093558593828,0.9982827134394292
2005-03-10,0.0017863117178711363,100233.18491529606,19955.093558593828,1.000065957548194
2005-03-11,-0.0056154330521774876,99670.3321757977,19955.093558593828,0.9944501541158205
2005-03-14,0.004982986391627531,100166.9880846787,19955.093558593828,0.9994054857009316
2005-03-15,-0.006610142238906991,99504.87004579607,19955.093558593828,0.9927992732861045
2005-03-16,-0.006787675984996522,98829.46322899601,19955.093558593828,0.9860604735008983
2005-03-17,0.0016079347068576055,98988.37455298202,19955.093558593828,0.9876459943593008
2005-03-18,-0.002370743794548491,98753.6984782781,19955.093558593828,0.9853045387469629
2005-03-21,-0.0029614883451055674,98461.2405511986,19955.093558593828,0.9823865708390841
2005-03-22,-0.008101751399711477,97663.5320577456,19955.093558593828,0.9744275190637308
2005-03-23,0.0006806413277125056,97730.00589387448,19955.093558593828,0.9750907547040659
2005-03-24,0.0009519739392411797,97823.04231256733,19955.093558593828,0.9760190156909392
2005-03-28,0.0011552570784174598,97936.05307463124,19955.093558593828,0.977146568567486
2005-03-29,-0.005293984679746178,97417.58111005934,19955.093558593828,0.9719735696036234
2005-03-30,0.011259127974817096,98514.41812277462,19955.093558593828,0.9829171444119302
2005-03-31,-0.0014846447136220853,98368.15921269308,19955.093558593828,0.9814578616695505
2005-04-01,-0.003612280070616758,98012.82587158581,19761.61535014504,0.9779125609956915
2005-04-04,0.0013596639365687224,98146.0903762446,19761.61535014504,0.9792421934379948
2005-04-05,0.003801996783302952,98519.24149614884,19761.61535014504,0.9829652691075206
2005-04-06,0.0027733758465331437,98792.47238093303,19761.61535014504,0.9856914012428444
2005-04-07,0.004316481790274329,99218.9082889815,19761.61535014504,0.9899461202271391
2005-04-08,-0.008327943488514733,98392.61882775874,19761.61535014504,0.981701904881213
2005-04-11,0.0006093611972748381,98452.57547177063,19761.61535014504,0.9823001159293385
2005-04-12,0.004128997106418897,98859.08587101306,19761.61535014504,0.9863560302656457
2005-04-13,-0.009436933119391089,97926.15928940417,19761.61535014504,0.9770478543761206
2005-04-14,-0.010411090582856275,96906.64117461097,19761.61535014504,0.9668757206604255
2005-04-15,-0.011139946498174624,95827.10637660799,19761.61535014504,0.9561047768618843
2005-04-18,0.0024341733523656206,96060.36616538424,19761.61535014504,0.958432101631791
2005-04-19,0.006312341952123157,96666.7320446663,19761.61535014504,0.964482052795183
2005-04-20,-0.011098031195897584,95593.92163682912,19761.61535014504,0.9537782008853786
2005-04-21,0.015405100200901689,97066.55557824162,19761.61535014504,0.9684712496394536
