signal_date,symbol,factor,weight,beta,vix
2015-02-27,MRK,0.007940430149791355,0.04,,13.90999984741211
2015-02-27,GIS,0.0087209165255834,0.04,,13.90999984741211
2015-02-27,CCI,0.008844210949651243,0.04,,13.90999984741211
2015-02-27,PLD,0.008875728294968788,0.04,,13.90999984741211
2015-02-27,PG,0.009067806025902047,0.04,,13.90999984741211
2015-02-27,PSA,0.009190202058866604,0.04,,13.90999984741211
2015-02-27,UPS,0.009365263679936087,0.04,,13.90999984741211
2015-02-27,BF-B,0.009558485069802548,0.04,,13.90999984741211
2015-02-27,HSIC,0.009692035807300669,0.04,,13.90999984741211
2015-02-27,PGR,0.009721131755843881,0.04,,13.90999984741211
2015-02-27,WAT,0.009819268273793025,0.04,,13.90999984741211
2015-02-27,DOC,0.009936554645230845,0.04,,13.90999984741211
2015-02-27,KMB,0.010006116504481532,0.04,,13.90999984741211
2015-02-27,MAA,0.010132592011880704,0.04,,13.90999984741211
2015-02-27,HIG,0.010141800544659097,0.04,,13.90999984741211
2015-02-27,CBOE,0.010155724631845863,0.04,,13.90999984741211
2015-02-27,PNW,0.010266463068954668,0.04,,13.90999984741211
2015-02-27,WMT,0.010325886025512298,0.04,,13.90999984741211
2015-02-27,ROL,0.010455412101529404,0.04,,13.90999984741211
2015-02-27,MRSH,0.010552511973688094,0.04,,13.90999984741211
2015-02-27,O,0.010680434111337834,0.04,,13.90999984741211
2015-02-27,KKR,0.010714949797404972,0.04,,13.90999984741211
2015-02-27,AOS,0.010753989223754434,0.04,,13.90999984741211
2015-02-27,DVA,0.010883301001748568,0.04,,13.90999984741211
2015-02-27,MMM,0.010983394449845817,0.04,,13.90999984741211
2015-03-31,GNRC,0.0071724994346609615,0.04,,14.510000228881836
2015-03-31,MO,0.007340866680291836,0.04,,14.510000228881836
2015-03-31,PM,0.0077664766244109895,0.04,,14.510000228881836
2015-03-31,LII,0.007934577033233836,0.04,,14.510000228881836
2015-03-31,EFX,0.007956430917289214,0.04,,14.510000228881836
2015-03-31,HUBB,0.008193163033943218,0.04,,14.510000228881836
2015-03-31,BAX,0.008358676991932911,0.04,,14.510000228881836
2015-03-31,KKR,0.008433010487256887,0.04,,14.510000228881836
2015-03-31,HPQ,0.008584287712824424,0.04,,14.510000228881836
2015-03-31,ADSK,0.00872314165707926,0.04,,14.510000228881836
2015-03-31,LIN,0.008834248407350077,0.04,,14.510000228881836
2015-03-31,UPS,0.008850184520945747,0.04,,14.510000228881836
2015-03-31,SYY,0.008858756326510963,0.04,,14.510000228881836
2015-03-31,TMUS,0.008982318067956107,0.04,,14.510000228881836
2015-03-31,ECL,0.009034019126142923,0.04,,14.510000228881836
2015-03-31,LYV,0.00954072248899016,0.04,,14.510000228881836
2015-03-31,ODFL,0.009700926466796923,0.04,,14.510000228881836
2015-03-31,RSG,0.009876132611042721,0.04,,14.510000228881836
2015-03-31,CCI,0.009968717490005474,0.04,,14.510000228881836
2015-03-31,TDG,0.009968902245603806,0.04,,14.510000228881836
2015-03-31,CVS,0.01006634882575499,0.04,,14.510000228881836
2015-03-31,ALB,0.010370696526382606,0.04,,14.510000228881836
2015-03-31,NSC,0.01039985614797274,0.04,,14.510000228881836
2015-03-31,SNPS,0.010455519881243935,0.04,,14.510000228881836
2015-03-31,APD,0.010459507228204457,0.04,,14.510000228881836
2015-04-30,CLX,0.004675837989315257,0.04,,13.390000343322754
2015-04-30,GIS,0.005021906224807448,0.04,,13.390000343322754
2015-04-30,PG,0.005263836660599619,0.04,,13.390000343322754
2015-04-30,MOS,0.005468804930671078,0.04,,13.390000343322754
2015-04-30,CHD,0.005473099552496308,0.04,,13.390000343322754
2015-04-30,DHR,0.005713371753233077,0.04,,13.390000343322754
2015-04-30,CL,0.00581927369377686,0.04,,13.390000343322754
2015-04-30,SHW,0.005841682805041737,0.04,,13.390000343322754
2015-04-30,PAYX,0.005911832050462617,0.04,,13.390000343322754
2015-04-30,WM,0.006047360659098144,0.04,,13.390000343322754
2015-04-30,BRO,0.00608169507923848,0.04,,13.390000343322754
2015-04-30,ACGL,0.006083784328054387,0.04,,13.390000343322754
2015-04-30,HUBB,0.006114885825775707,0.04,,13.390000343322754
2015-04-30,CB,0.006146874523567947,0.04,,13.390000343322754
2015-04-30,ICE,0.006179416494231926,0.04,,13.390000343322754
2015-04-30,CASY,0.006246802140976104,0.04,,13.390000343322754
2015-04-30,AFL,0.006259351283726433,0.04,,13.390000343322754
2015-04-30,BEN,0.006275913726285909,0.04,,13.390000343322754
2015-04-30,SYY,0.006277402078835648,0.04,,13.390000343322754
2015-04-30,PPG,0.006286236903813735,0.04,,13.390000343322754
2015-04-30,BRK-B,0.006343615290738703,0.04,,13.390000343322754
2015-04-30,FRT,0.00635381741702159,0.04,,13.390000343322754
2015-04-30,JCI,0.006389830301482702,0.04,,13.390000343322754
2015-04-30,ARE,0.006426764758608971,0.04,,13.390000343322754
2015-04-30,FIS,0.006434750602813422,0.04,,13.390000343322754
2015-05-29,VZ,0.004631505770016054,0.04,,13.3100004196167
2015-05-29,CVX,0.004667399620030599,0.04,,13.3100004196167
2015-05-29,KKR,0.005556073604253919,0.04,,13.3100004196167
2015-05-29,WRB,0.0056738392603519205,0.04,,13.3100004196167
2015-05-29,L,0.0061465710846476005,0.04,,13.3100004196167
2015-05-29,KMI,0.006165125484193812,0.04,,13.3100004196167
2015-05-29,COP,0.006549231016757595,0.04,,13.3100004196167
2015-05-29,GWW,0.006575781561514837,0.04,,13.3100004196167
2015-05-29,D,0.007065161364884975,0.04,,13.3100004196167
2015-05-29,BRO,0.00723100696854333,0.04,,13.3100004196167
2015-05-29,ROL,0.007373081353853461,0.04,,13.3100004196167
2015-05-29,ALL,0.0073797632555890665,0.04,,13.3100004196167
2015-05-29,AFL,0.007539182590090255,0.04,,13.3100004196167
2015-05-29,KO,0.0076979652365499526,0.04,,13.3100004196167
2015-05-29,DUK,0.007723310230702207,0.04,,13.3100004196167
2015-05-29,EVRG,0.007869096176942625,0.04,,13.3100004196167
2015-05-29,AEE,0.007897498517045376,0.04,,13.3100004196167
2015-05-29,CLX,0.007906259243951075,0.04,,13.3100004196167
2015-05-29,TRGP,0.007977937516462452,0.04,,13.3100004196167
2015-05-29,HUBB,0.008010194132217041,0.04,,13.3100004196167
2015-05-29,CPRT,0.008038278532863518,0.04,,13.3100004196167
2015-05-29,PG,0.008056277562868664,0.04,,13.3100004196167
2015-05-29,GL,0.0080595386248413,0.04,,13.3100004196167
2015-05-29,CL,0.008159925616388541,0.04,,13.3100004196167
2015-05-29,WMT,0.008236741711015672,0.04,,13.3100004196167
2015-06-30,WM,0.003346547263192745,0.04,,18.850000381469727
2015-06-30,IVZ,0.005012392303792979,0.04,,18.850000381469727
2015-06-30,WMT,0.005177428050687283,0.04,,18.850000381469727
2015-06-30,MU,0.00534179763331073,0.04,,18.850000381469727
2015-06-30,CMI,0.005531038769316199,0.04,,18.850000381469727
2015-06-30,CHD,0.005618194474317084,0.04,,18.850000381469727
2015-06-30,FLEX,0.005806237216667976,0.04,,18.850000381469727
2015-06-30,TT,0.005899635622395261,0.04,,18.850000381469727
2015-06-30,SRE,0.00597557871213894,0.04,,18.850000381469727
2015-06-30,PH,0.006088156450029247,0.04,,18.850000381469727
2015-06-30,EMR,0.00610367832634906,0.04,,18.850000381469727
2015-06-30,JCI,0.0062190303896901165,0.04,,18.850000381469727
2015-06-30,MCK,0.0062196881282841066,0.04,,18.850000381469727
2015-06-30,COR,0.00624771039126637,0.04,,18.850000381469727
2015-06-30,OMC,0.006321616590973811,0.04,,18.850000381469727
2015-06-30,RSG,0.0063346509333865875,0.04,,18.850000381469727
2015-06-30,KO,0.006353545446407871,0.04,,18.850000381469727
2015-06-30,DVA,0.006365006127386996,0.04,,18.850000381469727
2015-06-30,NVR,0.006388745748901403,0.04,,18.850000381469727
2015-06-30,LOW,0.006410571420312872,0.04,,18.850000381469727
2015-06-30,TDG,0.006516885153086571,0.04,,18.850000381469727
2015-06-30,SJM,0.006553902377825027,0.04,,18.850000381469727
2015-06-30,LIN,0.006609278720609879,0.04,,18.850000381469727
2015-06-30,PLD,0.006626415753929615,0.04,,18.850000381469727
2015-06-30,GE,0.006662183093747043,0.04,,18.850000381469727
2015-07-31,WTW,0.006461192947852812,0.04,0.6713802252746897,12.130000114440918
2015-07-31,DVA,0.006807167931105163,0.04,0.5983540726359972,12.130000114440918
2015-07-31,ZBH,0.007002352442099902,0.04,0.9779440040426276,12.130000114440918
2015-07-31,SYY,0.0071292016166639716,0.04,0.5816978543828725,12.130000114440918
2015-07-31,MOS,0.007266253871457451,0.04,0.8328948186140381,12.130000114440918
2015-07-31,AJG,0.007330742106414556,0.04,0.6887859557573759,12.130000114440918
2015-07-31,BEN,0.007653867071886644,0.04,1.2986794681466505,12.130000114440918
2015-07-31,HUM,0.0076576215940512785,0.04,0.7175165146508758,12.130000114440918
2015-07-31,ETN,0.007884712279267302,0.04,1.330167645013355,12.130000114440918
2015-07-31,TEL,0.00797359521438019,0.04,0.9650130537653596,12.130000114440918
2015-07-31,ESS,0.008089998068119008,0.04,0.7512647245365273,12.130000114440918
2015-07-31,CPT,0.008105542860359184,0.04,0.5772616769556723,12.130000114440918
2015-07-31,JNJ,0.008190089079447738,0.04,0.9039796864060371,12.130000114440918
2015-07-31,L,0.00839816244013023,0.04,0.9705181948418007,12.130000114440918
2015-07-31,GEN,0.008453572175418155,0.04,1.2810614891766279,12.130000114440918
2015-07-31,GE,0.008494109002074923,0.04,0.9574524633261364,12.130000114440918
2015-07-31,PG,0.008885742198188318,0.04,0.8098300235846118,12.130000114440918
2015-07-31,DLR,0.008938348207047708,0.04,0.5557299345220928,12.130000114440918
2015-07-31,AVB,0.008953164772075884,0.04,0.7224271489276933,12.130000114440918
2015-07-31,WY,0.009033182036405662,0.04,0.7328177688544246,12.130000114440918
2015-07-31,PAYX,0.009075230912416021,0.04,0.8945873626662174,12.130000114440918
2015-07-31,IRM,0.009124689573603063,0.04,0.8580153864830539,12.130000114440918
2015-07-31,UDR,0.009273019881421795,0.04,0.6629620534060181,12.130000114440918
2015-07-31,ADBE,0.00927517574918162,0.04,0.9809329180313304,12.130000114440918
2015-07-31,AON,0.009280935003959679,0.04,1.0178111989821998,12.130000114440918
2015-08-31,JBHT,0.005033667013319576,0.04,0.7699789495617452,26.049999237060547
2015-08-31,BF-B,0.007150438368108425,0.04,0.6934962753664892,26.049999237060547
2015-08-31,ACGL,0.00908303730395188,0.04,0.6430091200077775,26.049999237060547
2015-08-31,WTW,0.009902684102453518,0.04,0.6351364294697142,26.049999237060547
2015-08-31,WM,0.010012740518915075,0.04,0.6263549413676919,26.049999237060547
2015-08-31,SYF,0.010401259813551977,0.04,0.4885586445641946,26.049999237060547
2015-08-31,EME,0.010748672817712057,0.04,0.848504322140633,26.049999237060547
2015-08-31,CPT,0.010786720649183668,0.04,0.6881471698967233,26.049999237060547
2015-08-31,LIN,0.010795198653440608,0.04,0.7579932335602757,26.049999237060547
2015-08-31,ES,0.010858144681151361,0.04,0.6281320945833476,26.049999237060547
2015-08-31,ALL,0.010985564681161186,0.04,0.848913561336218,26.049999237060547
2015-08-31,DVA,0.0111267882340798,0.04,0.6005502660471955,26.049999237060547
2015-08-31,LH,0.011218761355575113,0.04,0.7619072537636724,26.049999237060547
2015-08-31,PM,0.011310127786780954,0.04,0.7325423874312015,26.049999237060547
2015-08-31,PG,0.011637074566354433,0.04,0.7926308863800616,26.049999237060547
2015-08-31,KO,0.011706669807088278,0.04,0.631938688103913,26.049999237060547
2015-08-31,LMT,0.01179142775459736,0.04,0.8436609771753142,26.049999237060547
2015-08-31,TECH,0.011972696149716144,0.04,0.7760321018406158,26.049999237060547
2015-08-31,MO,0.011989677348962991,0.04,0.7248432056054445,26.049999237060547
2015-08-31,BDX,0.012416921698294957,0.04,0.8114498627858673,26.049999237060547
2015-08-31,CPRT,0.01253966096623933,0.04,0.7289869192354667,26.049999237060547
2015-08-31,FE,0.01261881629650068,0.04,0.7651927827037363,26.049999237060547
2015-08-31,AJG,0.012634989054466717,0.04,0.7255816981928925,26.049999237060547
2015-08-31,LNT,0.012726276921413638,0.04,0.7750546788636348,26.049999237060547
2015-08-31,AVB,0.012750729498269431,0.04,0.729017523124426,26.049999237060547
2015-09-30,BAX,0.00707492446484137,0.04,0.766367220120756,26.829999923706055
2015-09-30,EG,0.01022624814698223,0.04,0.7570956008913085,26.829999923706055
2015-09-30,AJG,0.010769179041156863,0.04,0.7260470230524463,26.829999923706055
2015-09-30,IP,0.010823247240369049,0.04,1.0294300017483318,26.829999923706055
2015-09-30,DE,0.010855958398928545,0.04,0.8327787278137181,26.829999923706055
2015-09-30,PKG,0.011276960494076426,0.04,0.9512103761111189,26.829999923706055
2015-09-30,AMT,0.011549897633061513,0.04,0.8069490724432153,26.829999923706055
2015-09-30,WM,0.011686010690930093,0.04,0.5970248698576766,26.829999923706055
2015-09-30,GEN,0.011799350150475129,0.04,1.041473191743532,26.829999923706055
2015-09-30,SBAC,0.011890803668400451,0.04,0.7596793505480723,26.829999923706055
2015-09-30,EQT,0.012132317655637515,0.04,0.8676068758219362,26.829999923706055
2015-09-30,PEP,0.012141200188963319,0.04,0.7633831350815762,26.829999923706055
2015-09-30,WTW,0.012144187304301602,0.04,0.6314577575558834,26.829999923706055
2015-09-30,SYY,0.012197270212361434,0.04,0.5571639034504632,26.829999923706055
2015-09-30,L,0.012209463246529894,0.04,0.7952567635211284,26.829999923706055
2015-09-30,KO,0.012209498810258878,0.04,0.6028881891092485,26.829999923706055
2015-09-30,EME,0.012618116036552562,0.04,0.8038621780327637,26.829999923706055
2015-09-30,SJM,0.01268341800467021,0.04,0.7260359696831119,26.829999923706055
2015-09-30,ETR,0.012707587846072333,0.04,0.6130612841225931,26.829999923706055
2015-09-30,VZ,0.012708527227598543,0.04,0.7180857114489726,26.829999923706055
2015-09-30,TDY,0.01270975045947469,0.04,0.8948818897979948,26.829999923706055
2015-09-30,ZBH,0.012792101361438712,0.04,0.8759898685498112,26.829999923706055
2015-09-30,HUBB,0.012851071246130408,0.04,0.8316613674596243,26.829999923706055
2015-09-30,CHD,0.01291703014547072,0.04,0.7017992650615389,26.829999923706055
2015-09-30,WRB,0.012917782191072692,0.04,0.8326165528909354,26.829999923706055
