signal_date,realized_vol_20d_universe,realized_vol_20d_low_max,realized_vol_20d_diff,realized_vol_60d_universe,realized_vol_60d_low_max,realized_vol_60d_diff,realized_vol_252d_universe,realized_vol_252d_low_max,realized_vol_252d_diff,beta_60d_universe,beta_60d_low_max,beta_60d_diff,beta_252d_universe,beta_252d_low_max,beta_252d_diff,mom_12_1_universe,mom_12_1_low_max,mom_12_1_diff,downside_vol_60d_universe,downside_vol_60d_low_max,downside_vol_60d_diff,recent_drawdown_252d_universe,recent_drawdown_252d_low_max,recent_drawdown_252d_diff,max_factor_universe,max_factor_low_max,max_factor_diff
2015-02-27,0.2323054780080612,0.16452827982972595,-0.06777719817833525,,,,,,,1.0210811840908647,0.7187488225329727,-0.302332361557892,,,,,,,0.13819283965238469,0.1194275991810535,-0.018765240471331185,,,,0.02021262191319032,0.01016673229883271,-0.010045889614357609
2015-03-31,0.2197753334141632,0.16173782014083934,-0.05803751327332385,0.23984991094025396,0.20019250881714776,-0.0396574021231062,,,,1.028418966736182,0.866288394851273,-0.1621305718849091,,,,,,,0.13509960430618834,0.12098769277543968,-0.014111911530748658,,,,0.01688389110965575,0.009839564561827645,-0.007044326547828106
2015-04-30,0.19071451476668938,0.12029305926710805,-0.07042145549958133,0.21219477656045826,0.15180896660976617,-0.06038580995069209,,,,1.0214901289628184,0.918335776687287,-0.10315435227553138,,,,,,,0.11989104960525637,0.09341237402609344,-0.026478675579162933,,,,0.014159518131296555,0.0060877630653405216,-0.008071755065956032
2015-05-29,0.18088408454507915,0.1243351233708955,-0.05654896117418365,0.20121888640491462,0.15183981758433038,-0.04937906882058424,,,,1.0275990685972136,0.8148298856125684,-0.2127691829846452,,,,,,,0.11524567511128762,0.09330488242158441,-0.021940792689703212,,,,0.014769886283133667,0.0075049809111157285,-0.0072649053720179385
2015-06-30,0.18340851459576007,0.1485650011877961,-0.03484351340796399,0.18800647711866503,0.1634057044252606,-0.024600772693404438,,,,1.0046460692563277,0.8894779802506259,-0.11516808900570186,,,,,,,0.1104363455145863,0.11012095236206189,-0.0003153931525244069,,,,0.01265055897638708,0.0061262261926099,-0.00652433278377718
2015-07-31,0.2171228158068282,0.13558249037996123,-0.08154032542686698,0.19568040874447395,0.16722596804255827,-0.02845444070191569,0.21681451739235685,0.19113307194560794,-0.025681445446748913,1.0126137734740792,0.8602489943927637,-0.15236477908131552,1.016153844814891,0.9309686951795035,-0.08518514963538748,,,,0.11284025640159154,0.10191535201117147,-0.01092490439042007,-0.09094799947572012,-0.12456424526397251,-0.0336162457882524,0.016764675482350614,0.00847788305011822,-0.008286792432232393
2015-08-31,0.33060539056452887,0.2498265508177095,-0.08077883974681938,0.2562114852364027,0.19780444179458942,-0.05840704344181327,0.23408494296650043,0.18803493126509482,-0.0460500117014056,1.0156465979777956,0.7401780498976533,-0.2754685480801422,1.0160892474004886,0.7789362622464872,-0.2371529851540014,,,,0.1607382116446183,0.13684765911329896,-0.02389055253131933,-0.14702351677275857,-0.1456456789707882,0.0013778378019703719,0.02186314388071128,0.01159399677834885,-0.01026914710236243
2015-09-30,0.26928778811881116,0.19306703713571763,-0.07622075098309353,0.2852427694455627,0.23358793613630685,-0.051654833309255854,0.24085945717005341,0.20863612829818468,-0.03222332887186874,1.0116098182253037,0.7890163912773478,-0.22259342694795592,1.0146242736022117,0.8117821821626808,-0.2028420914395309,,,,0.1783470753704297,0.1540690316035704,-0.024278043766859297,-0.1705704190229909,-0.17732803123696908,-0.0067576122139781925,0.02045789672925196,0.012341755697016382,-0.008116141032235579
2015-10-30,0.2709358625497083,0.17097714687848659,-0.09995871567122172,0.3027484428704737,0.22550049654776727,-0.07724794632270643,0.2456680036054562,0.19972275788710975,-0.04594524571834646,1.011324601149426,0.6957135031430194,-0.3156110980064065,1.0121589698272955,0.7403405712283211,-0.2718183985989744,,,,0.18243039496852967,0.1448743209904062,-0.037556073978123466,-0.12196167293947788,-0.11444211397218694,0.007519558967290937,0.024220435644910804,0.012499651278883967,-0.011720784366026837
2015-11-30,0.2348125959138042,0.1451640270331516,-0.08964856888065262,0.2651381292777182,0.2030173203955518,-0.062120808882166395,0.24538269517180586,0.2075520062557789,-0.03783068891602695,1.005164644798895,0.8029549222760833,-0.20220972252281155,1.0108447416375796,0.909139205073736,-0.10170553656384362,,,,0.15019404598238978,0.11217382704201788,-0.0380202189403719,-0.12284481822874337,-0.12426091831027603,-0.001416100081532659,0.01816741203115405,0.00875410617535859,-0.009413305855795459
