signal_date,symbol,factor,weight,vix
2015-02-27,MRK,0.007940430149791355,0.3,13.90999984741211
2015-02-27,PG,0.009067806025902047,0.3,13.90999984741211
2015-02-27,WMT,0.010325886025512298,0.3,13.90999984741211
2015-02-27,MMM,0.010983394449845817,0.3,13.90999984741211
2015-02-27,SPY,0.011442085669281666,0.3,13.90999984741211
2015-03-31,PM,0.0077664766244109895,0.3,14.510000228881836
2015-03-31,LIN,0.008834248407350077,0.3,14.510000228881836
2015-03-31,KO,0.010634627391085427,0.3,14.510000228881836
2015-03-31,SPY,0.010927915680786304,0.3,14.510000228881836
2015-03-31,CSCO,0.011438453696945983,0.3,14.510000228881836
2015-04-30,PG,0.005263836660599619,0.3,13.390000343322754
2015-04-30,SPY,0.0061456680859678595,0.3,13.390000343322754
2015-04-30,BRK-B,0.006343615290738703,0.3,13.390000343322754
2015-04-30,WMT,0.006589347341807272,0.3,13.390000343322754
2015-04-30,TMO,0.007875721798692448,0.3,13.390000343322754
2015-05-29,CVX,0.004667399620030599,0.3,13.3100004196167
2015-05-29,KO,0.0076979652365499526,0.3,13.3100004196167
2015-05-29,PG,0.008056277562868664,0.3,13.3100004196167
2015-05-29,WMT,0.008236741711015672,0.3,13.3100004196167
2015-05-29,XOM,0.008967842694258054,0.3,13.3100004196167
2015-06-30,WMT,0.005177428050687283,0.27433333079020183,18.850000381469727
2015-06-30,KO,0.006353545446407871,0.27433333079020183,18.850000381469727
2015-06-30,LIN,0.006609278720609879,0.27433333079020183,18.850000381469727
2015-06-30,PFE,0.006802248294304603,0.27433333079020183,18.850000381469727
2015-06-30,SPY,0.007238195767189292,0.27433333079020183,18.850000381469727
2015-07-31,JNJ,0.008190089079447738,0.3,12.130000114440918
2015-07-31,PG,0.008885742198188318,0.3,12.130000114440918
2015-07-31,ADBE,0.00927517574918162,0.3,12.130000114440918
2015-07-31,MMM,0.009612714705263103,0.3,12.130000114440918
2015-07-31,GS,0.009961276222118265,0.3,12.130000114440918
2015-08-31,LIN,0.010795198653440608,0.22633333841959632,26.049999237060547
2015-08-31,PM,0.011310127786780954,0.22633333841959632,26.049999237060547
2015-08-31,PG,0.011637074566354433,0.22633333841959632,26.049999237060547
2015-08-31,KO,0.011706669807088278,0.22633333841959632,26.049999237060547
2015-08-31,IBM,0.01446724817616225,0.22633333841959632,26.049999237060547
2015-09-30,PEP,0.012141200188963319,0.2211333338419596,26.829999923706055
2015-09-30,KO,0.012209498810258878,0.2211333338419596,26.829999923706055
2015-09-30,COST,0.015012138249773566,0.2211333338419596,26.829999923706055
2015-09-30,BRK-B,0.015264285049541559,0.2211333338419596,26.829999923706055
2015-09-30,JNJ,0.015551511274777986,0.2211333338419596,26.829999923706055
2015-10-30,WMT,0.009696936783118958,0.3,14.609999656677246
2015-10-30,HD,0.010631534024181998,0.3,14.609999656677246
2015-10-30,PG,0.015000056422231279,0.3,14.609999656677246
2015-10-30,SPY,0.015271099093050734,0.3,14.609999656677246
2015-10-30,KO,0.015962560941211467,0.3,14.609999656677246
2015-11-30,MCD,0.008406952371842368,0.29920000076293946,15.119999885559082
2015-11-30,MRK,0.008531479298829182,0.29920000076293946,15.119999885559082
2015-11-30,PG,0.009254876984759441,0.29920000076293946,15.119999885559082
2015-11-30,JNJ,0.009263523036442668,0.29920000076293946,15.119999885559082
2015-11-30,MA,0.009446746109565796,0.29920000076293946,15.119999885559082
2015-12-31,LIN,0.010619718588827976,0.2847333272298177,17.290000915527344
2015-12-31,PFE,0.010731861364376183,0.2847333272298177,17.290000915527344
2015-12-31,MCD,0.012336656973531613,0.2847333272298177,17.290000915527344
2015-12-31,SPY,0.013537594500018412,0.2847333272298177,17.290000915527344
2015-12-31,CMCSA,0.013615298573805968,0.2847333272298177,17.290000915527344
2016-01-29,PFE,0.010198492335681042,0.250533332824707,22.420000076293945
2016-01-29,KO,0.011784150652829384,0.250533332824707,22.420000076293945
2016-01-29,IBM,0.01309626346548005,0.250533332824707,22.420000076293945
2016-01-29,TSLA,0.013827459107713436,0.250533332824707,22.420000076293945
2016-01-29,COST,0.014494092560313598,0.250533332824707,22.420000076293945
2016-02-29,KO,0.01047285582579267,0.26793333689371746,19.809999465942383
2016-02-29,MCD,0.010658635214238998,0.26793333689371746,19.809999465942383
2016-02-29,PM,0.01077216106388037,0.26793333689371746,19.809999465942383
2016-02-29,PEP,0.012550555783214045,0.26793333689371746,19.809999465942383
2016-02-29,JNJ,0.014939903651454456,0.26793333689371746,19.809999465942383
2016-03-31,JNJ,0.007423083379922746,0.3,13.5600004196167
2016-03-31,SPY,0.00849161723957983,0.3,13.5600004196167
2016-03-31,PEP,0.009207308952405891,0.3,13.5600004196167
2016-03-31,PG,0.00995562119266218,0.3,13.5600004196167
2016-03-31,MMM,0.01055944715492263,0.3,13.5600004196167
2016-04-29,MMM,0.006829255922297372,0.29853333155314127,15.220000267028809
2016-04-29,PG,0.008038686653019943,0.29853333155314127,15.220000267028809
2016-04-29,SPY,0.008834727132040365,0.29853333155314127,15.220000267028809
2016-04-29,INTC,0.008863626563564164,0.29853333155314127,15.220000267028809
2016-04-29,MCD,0.008880292913416011,0.29853333155314127,15.220000267028809
2016-05-31,LIN,0.007280847179494998,0.3,13.119999885559082
2016-05-31,JNJ,0.0073309595714263764,0.3,13.119999885559082
2016-05-31,PEP,0.0077399238197305206,0.3,13.119999885559082
2016-05-31,KO,0.008289618466919136,0.3,13.119999885559082
2016-05-31,PG,0.008576606426572875,0.3,13.119999885559082
2016-06-30,WMT,0.00768287650029773,0.2890666707356771,16.639999389648438
2016-06-30,COST,0.008012328207513431,0.2890666707356771,16.639999389648438
2016-06-30,MCD,0.009871742583826348,0.2890666707356771,16.639999389648438
2016-06-30,KO,0.01006227212087345,0.2890666707356771,16.639999389648438
2016-06-30,DIS,0.010169468848649643,0.2890666707356771,16.639999389648438
2016-07-29,WMT,0.006110164672817664,0.3,12.720000267028809
2016-07-29,DIS,0.007233397494312355,0.3,12.720000267028809
2016-07-29,PG,0.008503068999114082,0.3,12.720000267028809
2016-07-29,UNH,0.008762156714441627,0.3,12.720000267028809
2016-07-29,ORCL,0.008974269394435953,0.3,12.720000267028809
2016-08-31,LLY,0.003474377576914156,0.3,13.119999885559082
2016-08-31,UNH,0.0036345510702235017,0.3,13.119999885559082
2016-08-31,PEP,0.004019079801597147,0.3,13.119999885559082
2016-08-31,COST,0.004342505422445386,0.3,13.119999885559082
2016-08-31,HON,0.004516601267356091,0.3,13.119999885559082
2016-09-30,JNJ,0.008419597261401401,0.3,14.020000457763672
2016-09-30,JPM,0.008646677378755418,0.3,14.020000457763672
2016-09-30,DIS,0.00901518838518931,0.3,14.020000457763672
2016-09-30,HD,0.00919090695728344,0.3,14.020000457763672
2016-09-30,BRK-B,0.009373025380720934,0.3,14.020000457763672
2016-10-31,MMM,0.003970674687170783,0.29206666310628254,16.190000534057617
2016-10-31,PFE,0.004407869704156475,0.29206666310628254,16.190000534057617
2016-10-31,SPY,0.004563175562735555,0.29206666310628254,16.190000534057617
2016-10-31,BRK-B,0.005888027031388976,0.29206666310628254,16.190000534057617
2016-10-31,AMGN,0.005943785488877351,0.29206666310628254,16.190000534057617
2016-11-30,PEP,0.009832963228636204,0.3,12.899999618530273
2016-11-30,PG,0.010501020911473091,0.3,12.899999618530273
2016-11-30,SPY,0.01063080463552537,0.3,12.899999618530273
2016-11-30,KO,0.011178030202223965,0.3,12.899999618530273
2016-11-30,PM,0.011331574645014797,0.3,12.899999618530273
2016-12-30,SPY,0.007184236371598196,0.3,13.369999885559082
2016-12-30,MCD,0.007227358407185936,0.3,13.369999885559082
2016-12-30,WMT,0.008793040654407714,0.3,13.369999885559082
2016-12-30,CMCSA,0.008963801133433601,0.3,13.369999885559082
